"","x"
"984",0.000177803428694546
"985",0.000166937813936368
"986",0.000189131527852555
"987",0.000180521939493734
"988",0.000209240915021564
"989",0.000229636913818651
"990",0.000230511475131763
"991",0.000200839510392201
"992",0.000205702288747736
"993",0.000275403139852311
"994",0.000253811673510566
"995",0.000266604817129887
"996",0.000269357509728099
"997",0.00026762610143631
"998",0.000278552923395965
"999",0.000285545966374783
"1000",0.000278366513041198
"1001",0.000218546992103539
